"","obs","A","Ca","Ci","gsw","Tleaf","Q","ID","Treatment","Rep"
"125",8,"12.974608830654011","394.178870967742","312.3252176218374","0.29236466763458596","25.9922870967742","1200.00903225806","107","co2",1
"126",9,"19.930199357663263","591.087451612903","465.5708787698558","0.29223849352926834","25.9975967741935","1200.01548387097","107","co2",1
"127",10,"23.53746864553304","789.319548387097","640.0578596773026","0.2945462323888084","26.0082838709677","1200.00193548387","107","co2",1
"128",11,"24.4035705032716","988.718032258064","825.1409814420429","0.2837308830314028","26.0153935483871","1200.00935483871","107","co2",1
"129",12,"24.723410610706928","1188.31838709677","1011.3118505356441","0.26966952799824817","26.0001548387097","1199.99064516129","107","co2",1
"130",13,"23.92374223282377","1488.28548387097","1299.6780366133987","0.2526517556081717","26.0072967741936","1200.00838709677","107","co2",1
"131",1,"14.358520701337277","393.919709677419","235.42359649763992","0.15481801535877163","26.0014161290323","1200.00129032258","108","CO2",1
"132",2,"15.03320602187364","393.666903225806","211.94054360116246","0.14012130466516956","26.0109451612903","1199.97677419355","108","CO2",1
"133",3,"12.250313890433661","294.859967741936","143.20708612576686","0.1360619907573297","26.0193774193548","1200","108","CO2",1
"134",4,"8.528606760404415","196.443419354839","91.33542070406305","0.1364345946267263","25.9986193548387","1199.99870967742","108","CO2",1
"135",5,"4.670516729252299","98.062064516129","40.97729739219055","0.13711142771873802","25.9944322580645","1199.98870967742","108","CO2",1
"136",6,"2.9895738440200743","48.7538064516129","15.255723122773444","0.14891531027859722","25.9833193548387","1200.01419354839","108","CO2",1
"137",7,"16.071291465618017","393.266451612903","205.2794922311685","0.14470088665198585","25.9889967741935","1199.99387096774","108","CO2",1
"138",8,"16.161398837167223","393.222967741936","209.05130080246366","0.14876936721043427","25.992464516129","1200.00903225806","108","CO2",1
"139",9,"22.810123842309622","590.392967741936","336.0877564252543","0.15280464061526305","25.9927612903226","1199.99870967742","108","CO2",1
"140",10,"26.050451114847263","788.925967741935","497.7966254348315","0.15385732354044285","26.0016709677419","1200.00548387097","108","CO2",1
"141",11,"25.471762317091155","988.945741935484","717.3068336303966","0.16505977867071767","26.0032774193548","1200.01387096774","108","CO2",1
"142",12,"26.373049019264002","1188.39193548387","901.7630548419642","0.1639383915234186","26.0034419354839","1200.00774193548","108","CO2",1
"143",13,"26.865607030868453","1487.83741935484","1197.381129922648","0.16888824950294953","25.9981032258064","1199.98677419355","108","CO2",1
"144",1,"5.33380254887466","393.116483870968","274.56397697096645","0.07827249563179571","27.0417516129032","1999.97483870968","109","co2",1
"145",2,"5.346806205038272","393.159967741936","261.5923908121623","0.06992833667997485","26.1933322580645","1999.98806451613","109","co2",1
"146",3,"4.177876184061184","294.729419354839","163.84360114926676","0.05388161809673896","26.2069096774194","2000.00322580645","109","co2",1
"147",4,"2.8272379539423844","196.426516129032","114.82316827568589","0.05871968962956884","26.0370096774194","2000.00709677419","109","co2",1
"148",5,"1.6049182862382","97.9879903225806","42.20985810418769","0.047906876734171266","26.0053096774194","1999.99774193548","109","co2",1
"149",6,"0.9491955428840396","48.8125774193548","16.58712156447138","0.048764111435731346","26.0137","1999.98677419355","109","co2",1
"150",7,"5.077804295365723","393.595677419355","220.43186627373186","0.04945022246837142","25.995264516129","1999.99290322581","109","co2",1
"151",8,"5.076238783136578","393.609096774194","221.34392729069975","0.04970700529239898","25.9918387096774","1999.99870967742","109","co2",1
"152",9,"6.979796667282356","591.116161290323","356.21396837399186","0.050418305060850294","26.0077838709677","1999.98387096774","109","co2",1
"153",10,"8.096240005408688","789.579516129032","515.5402858035986","0.050575721818410926","25.9856193548387","2000.02096774194","109","co2",1
"154",11,"8.31576223683034","989.191387096774","692.3538487420334","0.048488768562131204","25.9999129032258","1999.99483870968","109","co2",1
"155",12,"8.821403388518448","1188.41612903226","867.8796693488201","0.04808504125845146","25.9973387096774","2000.01258064516","109","co2",1
"156",13,"9.288182117889209","1487.62516129032","1129.891772676239","0.045876160130010446","26.0039","1999.98322580645","109","co2",1
"157",1,"17.83582904996973","391.940451612903","320.4148460388032","0.47300652049880015","26.3913064516129","1200.02322580645","11","CO2",1
"158",2,"18.4250249644258","391.736548387097","316.34360097352516","0.46098377093055776","26.475","1200.01387096774","11","CO2",1
"159",3,"14.765227495761973","293.429677419355","232.97306265149834","0.45690823544702847","26.4133387096774","1199.99870967742","11","CO2",1
"160",4,"9.996407697914563","195.518935483871","153.4688911003797","0.4420094060797833","26.4300129032258","1200.01032258065","11","CO2",1
"161",5,"5.591013295464112","97.5329064516129","74.10381750429782","0.4387882688444832","26.4221709677419","1200.01","11","CO2",1
"162",6,"3.0664219681807974","48.6619032258064","36.11673111511042","0.44718110247696996","26.4010258064516","1199.99870967742","11","CO2",1
"163",7,"18.825706096293505","391.645709677419","310.1277221116388","0.43068311992049585","26.3887258064516","1199.98096774194","11","CO2",1
"164",8,"18.926779542312502","391.586806451613","310.1667822022071","0.4337718812378375","26.3995161290323","1200.00322580645","11","CO2",1
"165",9,"25.45566042717712","588.567903225806","477.38802522934765","0.4320934356377252","26.4079451612903","1200.01032258065","11","CO2",1
"166",10,"27.54551028265348","787.295419354839","662.9449091181767","0.42850004503173533","26.4218548387097","1199.98483870968","11","CO2",1
"167",11,"27.048366260878737","987.097096774193","858.7693578448682","0.42138905176725155","26.4163483870968","1199.9764516129","11","CO2",1
"168",12,"28.005238337208798","1186.38032258065","1046.305294688579","0.4066021501337873","26.4047612903226","1199.99516129032","11","CO2",1
"169",13,"28.20545138475268","1485.83064516129","1333.464458140363","0.3884212734902164","26.3953548387097","1199.97548387097","11","CO2",1
"170",1,"15.75195874","393.4590645","18.30771014","0.06868536","26.02693226","1199.977419","110","CO2",1
"171",2,"16.04826503","393.3932258","103.7122591","0.091523474","25.91787419","1199.997742","110","CO2",1
"172",3,"12.46007721","294.8736129","60.80872553","0.087715231","25.98739032","1200.012581","110","CO2",1
"173",4,"9.148022854","196.226871","38.11336451","0.095385464","25.9973871","1199.994516","110","CO2",1
"174",5,"6.020549138","97.53800968","-6.628088787","0.094616038","25.98695806","1200.010645","110","CO2",1
"175",6,"4.46555439","48.18586129","-24.41772067","0.100139405","25.98296452","1199.984516","110","CO2",1
"176",7,"16.81164084","393.0412903","127.7626057","0.105197879","25.97885484","1199.989355","110","CO2",1
"177",8,"17.08175979","392.9462581","161.4972097","0.123403193","26.00255484","1200.012581","110","CO2",1
"178",9,"23.57455256","590.167","277.0449969","0.126489377","25.97497097","1199.997742","110","CO2",1
"179",10,"27.74897508","788.3477419","437.0313417","0.133913487","25.99679355","1199.994194","110","CO2",1
"180",11,"29.41106396","987.5472258","604.1101387","0.130981944","25.98913871","1200.011935","110","CO2",1
"181",12,"30.87634594","1186.804839","802.17977","0.138903465","25.99551613","1199.987742","110","CO2",1
"182",13,"32.86920295","1485.787419","1052.672596","0.132284884","26.00298065","1200.000645","110","CO2",1
"183",1,"1.2477721135435353","399.397935483871","332.26458718655323","0.03439248142646227","26.0288483870968","1199.99870967742","111","CO2",1
"184",2,"1.5523477161720842","399.315193548387","310.6242461806944","0.031132819059452164","26.0108387096774","1200.02774193548","111","CO2",1
"185",3,"0.30951119566522656","299.827548387097","276.0692756784821","0.029550953685379074","25.9937451612903","1199.99741935484","111","CO2",1
"186",4,"-1.1462182236813063","200.417032258065","248.55111806254203","0.034427723010872","25.9932322580645","1199.99806451613","111","CO2",1
"187",5,"-2.1767508150297137","100.850870967742","196.80839065336878","0.03516176016347252","25.9981967741935","1200.01129032258","111","CO2",1
"188",6,"-2.8956347067792048","51.1402290322581","158.61330270157302","0.04236865631965702","25.9888548387097","1199.99064516129","111","CO2",1
"189",7,"2.977744775987394","398.723032258065","277.3972667184595","0.042344613021944276","26.006135483871","1200.00322580645","111","CO2",1
"190",8,"3.221989871366116","398.600838709677","284.0118389515218","0.04880942220409084","25.9961129032258","1199.9964516129","111","CO2",1
"191",9,"7.080296231145517","596.979129032258","374.3171866354963","0.05410426499867307","26.0085709677419","1199.99096774194","111","CO2",1
"192",10,"10.499385877184686","795.508774193549","485.9336944071102","0.057559480858554744","26.0076129032258","1200.04064516129","111","CO2",1
"193",11,"11.948263897707646","994.869451612903","670.8891288042984","0.06341448869863603","25.9973129032258","1199.98387096774","111","CO2",1
"194",12,"13.048143026549806","1194.39225806452","821.0194991885028","0.06026955422537345","25.9973193548387","1199.99129032258","111","CO2",1
"195",13,"13.10007093146124","1494.25161290323","1089.249606711525","0.056488572907733854","26.0011387096774","1199.99032258065","111","CO2",1
"196",1,"15.83535347285387","392.904870967742","317.3413092930347","0.3900178260546493","26.174535483871","1200.00419354839","112","co2",1
"197",2,"16.93090826676519","392.452258064516","311.1157821003699","0.38553304977363123","26.158564516129","1200.01935483871","112","co2",1
"198",3,"12.164996074987469","294.592709677419","236.54413678839862","0.39031348678011835","26.0240774193548","1200.00806451613","112","co2",1
"199",4,"7.008923981411738","196.854870967742","159.05718755656056","0.3447547903843945","26.0094612903226","1200.00741935484","112","co2",1
"200",5,"1.80451803363666","99.1044225806452","88.37348048819949","0.3450892725498131","25.9791451612903","1199.99870967742","112","co2",1
"201",6,"-0.8489279338988273","50.2529806451613","53.237231787823994","0.34963244508679553","25.9882032258065","1199.99774193548","112","co2",1
"202",7,"17.446815520334525","392.311967741936","302.7538398644852","0.355892714996494","25.9906548387097","1200.02225806452","112","co2",1
"203",8,"17.50519346750852","392.298870967742","303.459208018656","0.36027944415410207","25.9941387096774","1200.01193548387","112","co2",1
"204",9,"24.5208864704598","589.149903225806","461.69362772805164","0.35309136633125376","25.9824612903226","1199.97","112","co2",1
"205",10,"27.79254970047874","787.551","638.9582664663604","0.3485245208851033","26.0059","1200.01870967742","112","co2",1
"206",11,"29.24217771670535","986.602419354839","823.6638558496925","0.3401726284695614","26.0026580645161","1199.97838709677","112","co2",1
"207",12,"29.83693899665605","1186.11387096774","1012.2518138539222","0.33074853625221107","26.0051774193548","1200.00806451613","112","co2",1
"208",13,"30.374999642891257","1485.42935483871","1298.71761439952","0.3221477179666187","26.0128064516129","1200.00096774194","112","co2",1
"209",1,"5.570296514923962","393.041193548387","153.14787190346814","0.0388382813903398","26.1532935483871","1200.00096774194","113","CO2",1
"210",2,"6.083143023460347","392.391677419355","158.75445575780086","0.043674352128262754","26.0741935483871","1199.97548387097","113","CO2",1
"211",3,"4.869191052243634","293.923935483871","119.58718675789065","0.04695822538369664","26.0598548387097","1200.00387096774","113","CO2",1
"212",4,"3.333725768703711","195.853225806452","77.1314896271485","0.04717071748478959","26.0279516129032","1200.00806451613","113","CO2",1
"213",5,"1.7409317485962668","97.832435483871","37.14738881386578","0.04818212656383315","25.9976741935484","1200.01870967742","113","CO2",1
"214",6,"0.8747256748077045","48.9070870967742","19.860946087640485","0.050723592438877876","25.9913838709677","1199.98193548387","113","CO2",1
"215",7,"6.773690938835639","391.565387096774","168.28670475292543","0.051174485370467794","25.917464516129","1199.98516129032","113","CO2",1
"216",8,"6.822067982678499","391.481870967742","171.30397187434272","0.05233524052937044","25.988735483871","1200.00290322581","113","CO2",1
"217",9,"9.820917360806508","587.722516129032","271.98815975775807","0.0526402095174198","25.9799935483871","1199.96451612903","113","CO2",1
"218",10,"11.502064138517456","785.517419354839","424.03868966716664","0.0542665970701342","26.0089935483871","1199.9935483871","113","CO2",1
"219",11,"11.84141756449314","984.94870967742","602.7123714203306","0.053280866133988344","26.0039451612903","1200.00193548387","113","CO2",1
"220",12,"12.187634335743478","1184.27806451613","811.3196938524408","0.057081920729145814","25.9979290322581","1200.00064516129","113","CO2",1
"221",13,"12.39655661039916","1483.78870967742","1100.876593019538","0.05748439927525135","25.9913225806452","1200.00161290323","113","CO2",1
"222",1,"17.30110983","392.8804194","48.39568842","0.082440384","26.13079677","1200.011613","114","CO2",1
"223",2,"17.1585361","392.9226452","103.994178","0.098183139","25.8467","1199.978065","114","CO2",1
"224",3,"13.1333402","294.5886129","37.87324557","0.084039755","25.98953548","1200.007419","114","CO2",1
"225",4,"9.703855093","196.0185161","18.53912195","0.089788767","26.00860645","1199.97871","114","CO2",1
"226",5,"6.255347116","97.43912581","-14.71932921","0.091116596","25.98422903","1200.023226","114","CO2",1
"227",6,"4.555807826","48.15959355","-24.98573849","0.10141154","25.96534194","1199.991613","114","CO2",1
"228",7,"18.54215754","392.3477742","111.0597813","0.109255541","25.98035161","1199.990323","114","CO2",1
"229",8,"19.0790232","392.0971613","133.2333166","0.122722045","25.99329677","1200.006452","114","CO2",1
"230",9,"26.99565984","588.7833871","247.6126138","0.132544526","25.97217419","1199.999677","114","CO2",1
"231",10,"32.1704382","786.5112258","390.043298","0.136796886","25.98945161","1200.000323","114","CO2",1
"232",11,"33.90858629","985.5587419","629.5475097","0.164117478","26.00079032","1199.99871","114","CO2",1
"233",12,"35.56968037","1184.73871","786.3534178","0.154364177","25.98019355","1200.012581","114","CO2",1
"234",13,"37.38184205","1483.67871","1089.702753","0.167399152","25.98005806","1200.002258","114","CO2",1
"235",1,"17.18223717","392.872","123.2097985","0.105641004","26.03545484","1200.008065","115","CO2",1
"236",2,"16.71397261","393.1283548","72.31071064","0.085678042","25.9106129","1199.98871","115","CO2",1
"237",3,"12.63753529","294.8148387","34.24906922","0.079551779","25.96843871","1200.015484","115","CO2",1
"238",4,"9.152868808","196.2584839","-34.31944265","0.064569792","26.00038387","1199.991935","115","CO2",1
