"","Vcmax","Jmax","Rd","CompPoint","Ci.transition","Treatment","Year","Site","Rep","ID"
"89",99.9547057742739,145.563621407564,-2.50971846842733,27.0469456736504,227.991869708061,"wet",2011,"S36",2,"342"
"90",70.9268571510505,148.371643705441,0.549646690050222,50.7638680516278,480.752473687403,"dry",2011,"S36",2,"343"
"91",48.7970391517119,100.690454697886,1.28459438876391,64.7707032044058,496.396561214668,"wet",2011,"S36",2,"343"
"92",63.5892828887488,127.642028098793,0.185429684040106,47.1542297303293,452.435170502507,"dry",2011,"S36",2,"344"
"93",56.2952463978905,119.28201375864,1.02199363694694,58.5606316363682,514.057187407631,"wet",2011,"S36",2,"344"
"94",68.1270474249242,131.338100687884,-2.68749632714117,17.064825057167,413.400455573437,"dry",2011,"S36",2,"345"
"95",70.8570662466501,122.333928317885,0.735195505822977,52.6460507537647,332.41932087058,"wet",2011,"S36",2,"345"
"96",58.2452019102193,113.688260980839,0.0984824035298515,46.2878732260683,433.210378741277,"dry",2011,"S36",2,"346"
"97",51.321123714966,102.655396652518,0.723719196944316,55.4721100493624,462.96756696245,"wet",2011,"S36",2,"346"
"98",37.841430277979,84.8135681955053,-2.23505959020258,3.87750001547175,609.583756280614,"dry",2011,"S36",2,"348"
"99",54.6458158818274,111.976951853289,0.745383101172025,55.1459217079975,482.203249620017,"wet",2011,"S36",2,"348"
"100",53.2471829215973,111.186544804595,-2.56461625422076,11.1343528528623,503.619856838829,"dry",2011,"S36",2,"349"
"101",61.5513549767773,114.117620388367,-0.560677631548728,38.3154315275778,389.315162817741,"wet",2011,"S36",2,"349"
"102",60.3275097682669,116.180891815929,0.841064837619811,55.3632354374492,420.026491904857,"dry",2014,"S02",2,"35"
"103",52.6129748831054,107.123999767052,-0.0765542498130247,43.9414955700227,478.587098805722,"wet",2014,"S02",2,"35"
"104",65.1388937834425,120.141543404335,-1.22951461592115,31.3190236317176,382.424497768455,"dry",2014,"S02",2,"36"
"105",87.4975071886717,130.308543408109,-2.37069211832484,25.5623911696086,243.598001741488,"wet",2014,"S02",2,"36"
"106",62.1438308012652,125.579021757874,-1.50737895621805,27.659728135001,459.819254105421,"dry",2015,"S36",2,"368"
"107",71.6839526570508,130.064109553497,-1.63654333777574,28.5327236369118,365.090221001092,"wet",2015,"S36",2,"368"
"108",51.8120499233904,101.879976407497,0.953138597944257,58.702852871415,446.765281669447,"dry",2014,"S02",2,"37"
"109",48.1543127560133,98.8638197377307,0.395493896888757,51.0439034487983,492.424896573569,"wet",2014,"S02",2,"37"
"110",43.5453052829761,90.2891940049486,-0.997101751849509,28.6202134386624,507.292573374649,"dry",2015,"S36",2,"371"
"111",60.4644014474332,124.829243309727,-0.893826128156033,34.3821098198154,481.894370504755,"wet",2015,"S36",2,"371"
"112",37.1293335292259,93.0149401359515,2.5648207292444,98.959110468709,790.201132884337,"dry",2015,"S36",2,"372"
"113",64.8227247845848,108.392158278264,0.0234055030076765,45.2691058963203,316.169032537916,"wet",2015,"S36",2,"372"
"114",55.4105827673025,111.445476657534,0.161506621521484,47.1060752197352,464.095804037521,"dry",2015,"S36",2,"373"
"115",68.6683004448899,141.202131634446,0.771608455583912,53.2733203913705,468.895741001779,"wet",2015,"S36",2,"373"
"116",59.0242292197427,121.147741525534,0.848419949286606,55.6985959246406,478.451554889609,"dry",2015,"S36",2,"374"
"117",50.5374561031224,104.474671994953,0.486524622548405,52.1774946039166,495.586620815233,"wet",2015,"S36",2,"374"
"118",55.7685252604892,104.954058536001,-2.60418204258722,12.163092746585,405.474015680908,"dry",2015,"S36",2,"375"
"119",61.9160446529798,124.14688627753,0.15748147738397,46.8606265524744,453.576804408445,"wet",2015,"S36",2,"375"
"120",67.2186806791852,108.32127669729,-1.5454622135492,28.4624949866977,293.3625486483,"dry",2015,"S36",2,"376"
"121",57.979835972903,115.030992767577,0.323158268115532,49.1270947676284,448.092370041243,"wet",2015,"S36",2,"376"
"122",64.8943591715962,147.008757008483,-0.822750339672203,35.7362196349561,577.014912668181,"dry",2010,"S07",2,"38a"
"123",94.9443820717072,131.692398080726,-1.74417831338941,31.7533305915926,210.133418981419,"wet",2010,"S07",2,"38a"
"124",61.7451997507553,125.627985914174,-2.60322482576542,15.2112152910266,467.286572239103,"dry",2010,"S07",2,"38b"
"125",64.7965512071681,143.554136288489,1.03242873454188,56.824386205016,550.614433270827,"wet",2010,"S07",2,"38b"
"126",69.6562126231516,152.748524162847,1.53017085312837,61.4140112616824,530.848268539872,"dry",2010,"S07",2,"39a"
"127",46.0374578474287,102.711269168772,0.0182858087828579,45.2655754237848,590.60284018005,"wet",2010,"S07",2,"39a"
"128",63.4565227430568,118.494861013551,2.21544684810269,71.3883762109554,392.967968138779,"wet",2010,"S07",2,"39b"
"129",66.0793828997931,128.708304471198,-0.718952631258328,37.0611039375592,424.195433453442,"wet",2010,"S02",2,"4"
"130",59.4848291795382,129.521010707391,-1.46030622892242,27.4107054729245,539.37778538726,"dry",2010,"S07",2,"40"
"131",37.2466439037143,130.156649599293,2.54025500231106,98.2299911367819,1999.99989276984,"wet",2010,"S07",2,"40"
"132",55.1762225247222,109.474432520547,-1.60527173719183,24.3196819265884,450.551089636934,"dry",2010,"S07",2,"41"
"133",53.7595259580306,112.429924644821,-0.886659182075306,33.1145090080546,504.021517218397,"wet",2010,"S07",2,"41"
"134",60.3463750096508,126.340115233267,0.269882948230067,48.335778923659,496.100265761419,"wet",2014,"S07",2,"49"
"135",53.5947475540836,115.197620158612,-0.533118130093694,37.7602911256902,534.209747530417,"wet",2010,"S02",2,"5"
"136",63.1674268187924,122.551365509833,-2.20427109662444,20.2287710053173,423.334424767397,"dry",2014,"S07",2,"51"
"137",49.8320069407249,109.502753817613,-0.635047891863815,35.7408070818071,565.644063017,"wet",2014,"S07",2,"51"
"138",73.3591765469865,146.123925479828,0.560852526272856,50.6880156785396,433.979720547996,"dry",2014,"S07",2,"52"
"139",61.4042880765095,124.584011857707,1.01122330100487,57.2748065207761,464.61090435076,"wet",2014,"S07",2,"52"
"140",62.3899990832748,124.301910065297,0.74387401906688,53.865371473126,446.861589922938,"dry",2014,"S07",2,"54"
"141",44.3368030142663,100.283547133127,0.632387322597004,55.5850804044905,611.081418592606,"wet",2014,"S07",2,"54"
"142",65.0432637786979,101.364237618043,-2.15758625713504,21.3845821223316,276.055063478772,"dry",2014,"S07",2,"55"
"143",38.7519478956732,89.0535937680718,0.762117909588093,59.6522826697678,643.351715135249,"wet",2014,"S07",2,"55"
"144",70.5508590400329,115.899031269146,-1.58900260559391,28.8177907988859,302.365557018749,"dry",2014,"S07",2,"57"
"145",49.250785359572,91.8172577404395,0.556161129591358,53.3604667849115,403.429024480155,"wet",2014,"S07",2,"57"
"146",56.1058235626634,117.286678565749,0.963434426260578,57.7455682628802,501.316924958135,"dry",2010,"S02",2,"6"
"147",51.2476716837671,110.69334553481,1.29347550385246,63.9209435268217,543.039414980789,"wet",2010,"S02",2,"6"
"148",49.0939208007586,108.970939542491,-1.28425590859363,26.2558282311187,578.933716319353,"dry",2010,"S02",2,"7"
"149",78.0723445950345,117.203651485906,-2.1079908518274,25.6716841412215,251.323436569522,"wet",2010,"S02",2,"7"
"150",66.5450976911743,135.561352703148,1.24544357574711,58.9920522248117,461.843977936267,"dry",2010,"S02",2,"8"
"151",60.3996106192186,131.886358940826,1.01264915774693,57.4903458652966,540.985174879951,"wet",2010,"S02",2,"8"
